name,intro,label,predict_label
太極氣功(初階),教授太極氣功，鬆柔緩慢，柔和優美，能疏通經絡，調和氣血，精神安寧，筋骨強健，提升免疫機能，以達自我保健，適合各種年齡層修練。,生命教育、美感教育,非上述屬性
太極氣功(進階),教授太極氣功，鬆柔緩慢，柔和優美，能疏通經絡，調和氣血，精神安寧，筋骨強健，提升免疫機能，以達自我保健，適合各種年齡層修練。,生命教育、美感教育,非上述屬性
夏威夷呼拉舞,夏威夷呼拉舞(Hula)、或稱草裙舞，結合夏威夷古典與現代傳統歌謠，以柔軟的手部動作加上身體的動感線條與腰部臀部具有韻律感的扭動，非常具有南島民族風味與熱情。夏威夷的每一首歌曲，都是在述說一個傳說、神話故事或是讚頌，傳達愛。並且透過舞蹈的動作手勢和詩歌吟唱來傳達故事內容。這是能柔軟身段、使身心放鬆的舞蹈。,美感教育,傳統藝術
社交舞(探戈.倫巴),透過學習社交舞步，運動健身，展現優美的體態。,美感教育,非上述屬性
文山讀書會 (生活中的多元文化)(認證課程)(優惠),"透過多元的閱讀形式，一同共讀生活中的多元文化，愈是練習，生活的多元豐富也由此而生。※本課程榮獲2016年台中市社區大學優良課程『學術類』優等獎。2017年全國社大優良課程。※2020年通過臺師大非正規教育課程認證。

",性別平等、人權法治、家庭教育,人權法治、新住民課程、民俗文化資產
撟好唱歌這件事,「唱歌」怡情養性、調適身心，也得以當一輩子的工作、職業、事業甚或志業來經營。二十餘年的「唱歌教師」生涯，累積了一定的經驗與心得，冀望將這快樂的棒子傳承予有志以歌唱為職涯的有緣人。以深入淺出的方式，應對班員的個別差異與學習動機，兼顧其「專業需求」或「唱歌快樂就好」各異其趣的不同標的。,美感教育,非上述屬性
流行古箏彈奏,藉由耳熟能詳的流行樂曲彈奏，神遊於古箏的美好世界。,美感教育,非上述屬性
時事新聞英文,從課程中擴展國際視野，培養與國際人士溝通的能力。,英語教育,英語教育
逍遙人生讀《老、莊》(半價),道家思想以其特有的「柔弱之道」與「曠達的胸襟」，在生命舞台上展現非凡的風華。道家《老子》著重於注重「道法自然」中的生存哲學，道家《莊子》著重「逍遙無為」中的生命意境，兩者都能開闊人生的嶄新視野，均能做為提升自我心靈境界的竅門。 ,生命教育,環境永續
大肚溪流域走讀(淺山遊學368系列)(優惠),本課程為以大肚溪為流域學校主幹，遊學大肚溪流域的自然生態環境，應用森川里海的新概念來重新認識與找回人與環境的新關係！,環境永續、地方學,山野教育、環境永續
以素描彩繪生活,培養學生對生活周遭的敏銳觀察力及學會畫各種題材的技巧,美感教育,傳統藝術
生活花藝,以鮮花、乾燥花及永生花，搭配家中生活用具，讓花藝隨時環繞在生活中。,美感教育,非上述屬性
泡茶品茶(基礎),"推廣喝茶保健理念，輕鬆的泡茶，讓喝茶與生活結合，享受喝茶樂趣促進健康。
        
        ",美感教育,非上述屬性
芳香植物天然手工皂,"使用方便取得的素材，製作適合家人及自己使用的手工皂，有益皮膚健康。
    
    ",環境永續、美感教育,非上述屬性
家庭水電DIY,"在家庭水電設施維護安裝自己動手做做看的趨勢下，培養學員基本原理認識及操作能力。
    
    ",環境永續,非上述屬性
走讀台中學攝影,"從學習基礎攝影起步，透過光圈、快門、感光度(ISO)的運用觀念，進而教授手機拍照到單眼專業攝影技巧，並在假日安排外拍課程，引領學員將周遭美景留影，並學習後製微調保存
    ",美感教育、地方學,科技學習
楊家老架式養生太極拳(初級)(五),學習楊家老架式太極拳108式套路第一段（16式）。太極拳為我國固有文化，身心內外兼修的功法，時至今日堪稱全世界最上乘的健身自衛運動，本課程從築基功操入門，姿勢動作由淺而深，每一式皆作詳細分解說明，讓學生易學易懂。【歡迎有興趣者無論男女無年齡限制】,生命教育、美感教育,民俗文化資產
輕活氧塑身肚皮舞(五下),你想擁有美麗動人的曼妙身材嗎？讓人一手掌握的水蛇腰嗎？羨慕在舞台上表演的肚皮舞孃嗎？你也可以做到，讓你享受享瘦。想變成充滿神秘感的中東肚皮舞孃嗎？別再猶豫了，馬上來報名吧！,美感教育,非上述屬性
Zumba與緩和瑜珈,"Zumba結合舞蹈和有氧運動，搭配拉丁音樂奔放，享受音樂節奏和舞蹈，舞蹈動作難度低，適合任何人。緩和瑜珈，放鬆平日裡的身體緊張，透過動作增強柔軟度、肌耐力，提升身體能力。
    
    ",美感教育,傳統藝術
國標社交舞－華爾滋＆恰恰,"1.國標舞實用生活化，社交舞國標化，培養國標舞社交舞興趣。
            2.習得一技之長，怡心養性，展現自信，促進良好人際關係。
            ",美感教育,非上述屬性
輕活氧塑身肚皮舞(五),你想擁有美麗動人的曼妙身材嗎？讓人一手掌握的水蛇腰嗎？羨慕在舞台上表演的肚皮舞孃嗎？你也可以做到，讓你享受享瘦。想變成充滿神秘感的中東肚皮舞孃嗎？別再猶豫了，馬上來報名吧！,美感教育,非上述屬性
高爾夫入門(五),由淺入深介紹高爾夫運動正確的知識，快樂學習正確姿勢避免運動傷害。,美感教育,非上述屬性
健康瑜珈(五),瑜伽動作著重伸展，運用呼吸伸展身體、肢體，讓學員停留在本身舒適、放鬆的狀態，達到調整的效益。,美感教育,非上述屬性
大家來學歌仔戲(半價),薪傳與發揚本土傳統戲曲文化之美，培養民眾欣賞與表演歌仔戲的興趣。,本土語文、傳統藝術,傳統藝術、民俗文化資產
日語(初級),"希望學員們能快樂地學習日文基本會話，從日常對話中認識日語與日本文化。

",非上述屬性,民俗文化資產
與老外EZ Talk,"專注於聆聽不同口音，閱讀新詞彙。了解美國和外國文化以及當前的新聞主題，分享不同的想法。
        
        ",英語教育,民俗文化資產
歡樂美語輕鬆學(初級1),"在生活中認識英文，在學習過程中找到自己；認識英文熱愛學習過程中帶來的歡樂和回響。
    ",英語教育,英語教育
生死教育：告別與重生的力量  (認證課程) (半價  ),高齡化的社會，現代人需要正向的生死觀，學習實用的臨終關懷要領、實用的善終知識，學習面對喪親的親友表達適當的關懷，並使自己有力量面對自己與親友的焦慮與哀傷。這是一門可以選擇安靜聆聽與體驗，彼此分享與支持的課程。,生命教育,代間學習、生命教育、高齡心理健康
城市養蜂學(半價),介紹蜜蜂生物學、養蜂產業蜂產品，及蜜蜂授粉與生態保育。,環境永續、安全教育,環境永續
探索鳥類奧祕 (半價),為喜歡鳥類及熱愛大自然的朋友，特別設計賞鳥知識與辨識系列課程，延聘鳥類名師指導，由淺入深，傳承寶貴經驗與經驗分享，適合喜愛大自然的學員學習與參與。,環境永續、山野教育,環境永續、美感教育
園藝生活,生活在都市的現代人，探索園藝生活的多樣面貌，傳達植物對於生活的重要性與親密關係。,環境永續、美感教育,非上述屬性
餐桌上的植物學,隨著現代化的科技的栽培技術及大型生鮮超市的普遍流行，現代人對於當季適合節氣時令的蔬果多以缺乏認知，因此本課程預計從食農教育出發，除了介紹安全食農的知識以外，更將從植物學的角度，帶領學員們可以認識我們餐桌上的植物型態，及認識生活周邊的野菜及其創新料理的可能性。,環境永續、美感教育,非上述屬性
多肉植栽的日常美學,利用家中小容器或DIY自製花器組合搭配多肉或植栽 ，讓清新的植物點綴室內生活，尋找美好的生活。,美感教育,美感教育
玩美手創金屬線飾品,金屬線編飾品不僅製作簡便而快速；材料應用、技法變化都非常靈活，很容易上手，適合對飾品創作有興趣的朋友參加。,美感教育,非上述屬性
彩墨山水（初級）,透過對山水畫筆法明確的講解與示範，以及作品的賞析與理論，能夠對山水畫有基本的概念，更能創作自己心中的山水造境或自然美景。,美感教育,環境永續
墨墨含情～書法欣賞與習作(B),"書法是獨特傳統藝術，藉由書法藝術的體驗與啟發，欣賞各體書法之美，陶冶心性，磨練耐性，充實生活內涵。
        
        ",美感教育,美感教育
西洋花藝生活應用設計,"本課程以居家花藝為主軸，利用歐、美花藝設計原理的技巧和結構，並且融合東方花藝自然素材之線條設計在創作作品中，學習基礎花藝型式，以便往後可自行創作，除此之外亦可美化居家環境。
        ",美感教育,環境永續、美感教育
中餐烹調丙級技能,以丙級術科為教學內容共計72道菜，由乙級專業老師親自示範講解每道菜製作流程及方法後，全部由學員親自模擬考試現場刀工、水花、圍邊菜等實務操作，讓你100％考取證照又可習得一技之長，是餐飲業必備證照，操作完畢後針對學員缺失講解讓你更容易考取證照。,美感教育,非上述屬性
塑身優體瑜珈,贅肉是身體異常的警告訊號，將此異常的警訊源頭拔除自然就能消除肢體贅肉，恢復健康且窈窕。,美感教育,環境永續
多功能有氧,有別於一般運動，同時重視身體與心理狀態，有助提升敏銳度，進而啟動自我療癒機制，讓身體心理更健康，更導入醫學觀念，讓每個練習回到正位，重視解剖學的概念，符合人體力學與運動力學，避免造成運動傷害。,美感教育,非上述屬性
運動舞蹈與體態雕塑,"以基礎有氧課程為主、搭配動感有氧舞曲做有氧訓練，先從暖身開始啟動…進入動作變化組合，此結合肌力、心肺、核心三合一課程的循環訓練，讓身體得到全面性的運動。
        
        ",美感教育,傳統藝術
健康瑜珈(四),瑜伽動作著重伸展，運用呼吸伸展身體、肢體，讓學員停留在本身舒適、放鬆的狀態，達到調整的效益。,美感教育,非上述屬性
高爾夫入門,由淺入深介紹高爾夫運動正確的知識，快樂學習正確姿勢避免運動傷害。,美感教育,非上述屬性
自然人文生態之美體驗解說(半價),"透過課程的介紹及解說的訓練，對社區的人文古蹟及自然動植物的認識，對鄉土更深一層的認定，讓自然生態與生命產生關聯，更活化了我們的心靈。

",環境永續、、俗文化資產,山野教育、民俗文化資產、環境永續
走讀台中-傳統建築藝術(優惠),"  台中市的傳統建築約三百年前由漢民族所引進，此後因物產豐饒、人物輩出，加上地方性閩客族群受人文、自然環境的影響，發展出華麗細致的風格。
      台中市有形建築被指定為文化資產者，計有國定古蹟4處、市定古蹟51處、歷史建築118處、紀念性建築3處，真是多元而豐富。
      本課程以「讀書會」方式認識先民傳統建築的思想、地理風水、擇址、格局樣式、建築工法…等基本知識，並實地參訪不同區域、形式的傳統建築，體驗台中人文之美，習得導覽解說技能。
    
    ",民俗文化資產,人權法治、民俗文化資產、環境永續、美感教育
小提琴(進階),快樂學習小提琴。,美感教育,非上述屬性
西川流日本舞踊:古典、創作舞,"1.日本舞踊在動靜之間細膩演繹出舞蹈的優美典雅，它除了是一種藝術之外，也重視舞者的涵養與精神。藉由在社區大學教學，讓舞踊的美不只是在舞台，而是以一種更平易近人的方式融入社區。
    2.除了透過舞蹈表現喜怒哀樂之外，也會運用扇子來詮釋不同的場景或道具，並讓人更深刻的體會日本舞踊那「柔、靜、意、形、勁」的優雅氛圍。
    ",美感教育,傳統藝術、美感教育
愛上烏克麗麗彈唱,在繁忙及充滿壓力的生活氛圍下，彈奏烏克麗麗可以抒發情緒，釋放壓力，淨化人心、提升藝文氣、怡情養性。課程中快樂學習，學習快樂！,美感教育,生命教育
古箏&葫蘆絲的韻與美,古箏是我國傳統的民族樂器，其有寛廣的音域和豐富的表現力，葫蘆絲是雲南少數民族的樂器，其音色優美，易學易演奏。這二種樂器可單獨獨奏或結合演奏，達到不同的學習效果，且具有濃郁的民族特色，廣受人們所吸引。,美感教育,非上述屬性
英語自然發音與基礎句型,"幫助初學者建立正確的英語發音口型，讓初學者以有趣而簡單的口訣看字就會唸字，進而幫助學習者用節拍記憶 ，輕鬆背誦英語單字，跨出英語學習的第一步。
    ",英語教育,環境永續、英語教育
生活日語(進階3),"本課程以具備180小時基礎學習之學員為對象，更進一步練習進階日文文法與流暢會話技巧，並能閱讀簡單之日文文章、雜誌…等。課程當中穿插日文歌曲、旅遊日語，日本文化介紹，讓日語學習融入多元文化理解，並提升國際視野。
        
        ",非上述屬性,人權法治、新住民課程、民俗文化資產
生活日語(進階6),"本課程以具備270小時基礎學習之學員為對象，更進一步練習進階日文文法與流暢會話技巧。課程當中穿插日文歌曲、日本時事話題，讓日語學習融入多元文化理解，並提升國際視野。
        ",非上述屬性,人權法治、新住民課程、民俗文化資產
輕輕鬆鬆與老外英語會話,讓學員習慣使用英語表達想法、描述事情，進而與他人交流溝通。,英語教育,英語教育
葡萄酒文化之旅,希望藉由葡萄酒帶大家認識其他國家的文化和特色，並且學習如何品味葡萄酒，提升自身品味，讓台灣的飲酒文化不再只是停留於“乾杯”。,非上述屬性,民俗文化資產
《易經》的現代人生策略學（初階）(半價),將《易經》六十四卦中，所彰顯的哲理智慧，逐一詳細解讀與講述，讓學員能從中體悟《易經》足以啟發人生的處世態度與哲理的奧妙之處，並將之應用於人生處世的策略與態度上。,公民素養、生命教育,非上述屬性
投資理財輕鬆學,投資理財已是全民基本教育。本課程協助學員建立正確的投資理財觀念，藉由投資理財實務經驗的分享，將金融市場投資人最常用的金融投資工具(如股票、基金、ETF)用簡單易懂的實例說明，讓學員學習正確的觀念與心法，輕鬆理財，使我們在人生的各個階段都能擁有一個高品質的生活。,非上述屬性,非上述屬性
從電影談性別平權議題(半價),電影中反映了社會現象與問題，也傳達社會中的多元要素，而對性別議題往往也是電影呈現與探討的焦點之一。回顧過去，性別議題在各種歧視和衝突下不斷上演，因應這樣的趨勢，選出具代表性的電影，試圖喚起大家對性別議題的重視。,性別平等,人權法治、性別平等
正向心理學：陽光、淡定、幸福感(認證課程),現代人常身兼數種角色，繁忙且身心緊繃。本課程深化美德與個人強項特質，培養身心定力，以及促進正向人際溝通。隨著課程主題討論與練習「單純與管理、由衷與感恩、認真與心流體驗、謙虛與學習、主動與正向思考、浪漫與希望」，以及「幫助彼此建立信心，榮耀彼此、分享喜樂、柔軟心」，以增進生命整體幸福感。,生命教育,非上述屬性
生活插畫:禪繞畫與色鉛筆,很多人嚮往畫出美麗的作品，卻擔心自己畫的不夠好，或是起步太困難，繪畫其實可以很簡單，從自己出發，用畫筆記錄生活的點點滴滴，將簡單平凡的生活串成繽紛的色彩躍然於紙上，紀錄的同時，還能將生活的驚喜與美好一同分享給身邊的親朋好友。,美感教育,非上述屬性
中華花藝-寫景與造型花,寫景假盤盂而作地，注重花木自然生態。崇尚純真、樸實、清新閒趣。造型重視藝術美，可培養創意、國際美學視野。,美感教育,山野教育、環境永續、美感教育
創意與工藝:飾品DIY,透過課程學習，引導學員領略各種手創飾品之美。課堂設計融入豐富的創作技法 ，運用玉石、琉璃 …等素材做搭配，以現代珠寶設計概念，結合繩結線編做創作發想，能同時將工藝美學落實於生活之中 ，讓學員能夠創作出兼具藝術與實用價值，且具個人特色的美麗飾品。,美感教育,美感教育
色鉛筆彩繪(基礎1),輕鬆學會色鉛筆的混色原理及技巧，即使未學過畫的素人都能體會畫畫的樂趣,美感教育,傳統藝術
色鉛筆彩繪(基礎2),輕鬆學會色鉛筆的混色原理及技巧，即使未學過畫的素人都能體會畫畫的樂趣,美感教育,傳統藝術
墨墨含情～書法欣賞與習作(A),"書法是獨特傳統藝術，藉由書法藝術的體驗與啟發，欣賞各體書法之美，陶冶心性，磨練耐性，充實生活內涵。
        
        ",美感教育,美感教育
快樂學平板與智慧型手機,"能自行操作簡單易用的手持式設備，不再有智慧型手機或平板而不會使用的窘境。
    ",科技學習,科技學習
茶道生活美學,以茶為師、與茶共舞，品味茶湯中的深厚文化底蘊與審美境界，實踐茶道生活美學樂趣。,美感教育,民俗文化資產、美感教育
輕活氧塑身肚皮舞(二),你想擁有美麗動人的曼妙身材嗎？讓人一手掌握的水蛇腰嗎？羨慕在舞台上表演的肚皮舞孃嗎？你也可以做到，讓你享受享瘦。想變成充滿神秘感的中東肚皮舞孃嗎？別再猶豫了，馬上來報名吧！,美感教育,非上述屬性
瑜珈提斯(三),透過體位法的設計安排配合音樂，營造無壓力的空間，讓學員身、心、靈得以平衡!,美感教育,傳統藝術、美感教育
減重增能有氧與多元輔具皮拉提斯,"每一種運動型態都有其獨特的面向，相輔相成，幫助身體維持因應生活與休閒所需身體素質
            【減重增能有氧】
            有氧運動的體適能面向在於幫助學員提升心肺系統的運行效率，改善整體血液循環，增加血氧含量，調節血壓，幫助身體燃燒脂肪，增加基礎代謝率並提升體力。通常以最大心跳率的60-85% 為強度指標設計成鐘型曲線的課程架構來幫助學員安全增進體能，漸進達到減重目標。
            【多元輔具 Pilates】
            皮拉提斯的學習價值是建立“體察”並”調控”自己身體使用狀態，建立核心與四肢肌肉的最佳動力鍊，讓它們在生活與工作乃至於是喜愛的休閒運動中扮演好動力基礎。而多元輔具的應用，是要幫助學員更深度的與身體連結，並經驗不同輔具的形狀與材質為身體帶來的支持與不同面向的探索經驗。本課程將交叉運用:核心球、彈力帶、長芯/短芯滾筒、平衡、皮拉提斯鋼環於課程之中，讓學員感受皮拉提斯的多元面向。
            ",美感教育,人權法治、美感教育
楊家老架式養生 太極拳(初級)(三),學習楊家老架式太極拳108式套路第一段（16式）。太極拳為我國固有文化，身心內外兼修的功法，時至今日堪稱全世界最上乘的健身自衛運動，本課程從築基功操入門，姿勢動作由淺而深，每一式皆作詳細分解說明，讓學生易學易懂。【歡迎有興趣者無論男女無年齡限制】,生命教育、美感教育,民俗文化資產
楊家老架式養生太極拳(中級),08式套路（後段）。太極拳為我國固有文化，身心內外兼修的功法，時至今日堪稱全世界最上乘的健身自衛運動，本課程從築基功操入門，姿勢動作由淺而深，每一式皆作詳細分解說明，讓學生易學易懂。,生命教育、美感教育,民俗文化資產
流行MV舞,MV舞目前在台灣各年齡層都非常的夯，希望上完課之後學員除了會看以外，還能跟著一起跳。,美感教育,非上述屬性
皮拉提斯核心肌群運動,強化肌耐力及核心肌群訓練,美感教育,非上述屬性
唱遊南管(半價),讓大眾認識傳統戲曲之美,傳統藝術、美感教育,傳統藝術
輕鬆說唱日語歌,語言除了說之外，透過歌曲的詮釋，文法的理解更能融入日本文化的意境。,非上述屬性,傳統藝術、民俗文化資產
烏克麗麗應用歌曲,在結束忙碌的一天後，是不是該找個地方和大家一同撥撥琴弦唱唱歌好好的放鬆呢？無論是自學過的同好、還是有基礎的同學、甚至是曾經放棄過的朋友，只要在心裡深處對烏克麗麗充滿熱忱，歡迎一同加入我們。,非上述屬性,非上述屬性
長笛演奏(初級2),"在上學期18周的基礎上，能進一步拓展長笛技巧，學習長笛合奏的樂趣。

",美感教育,非上述屬性
西班牙語(初級2),"主要內容延續109秋季班「西班牙語(初級1)」的課程；訓練學習者日常生活中基本會話的表達與字彙的能力；循序漸進式引導學習者勇於用西班牙語開口說話為基本原則；讓學習者進一步認識多元的西班牙語系國家世界及文化。
    
    ",非上述屬性,人權法治、民俗文化資產
歌唱與人生(半價),讓學員了解正確的發聲方法，並藉著歌唱抒發情感，並了解台灣本土音樂及作曲家的故事，從而啟發自身的人生真諦。,美感教育,傳統藝術
音樂與電影(認證課程) (半價),加強學員對電影配樂的了解及明白配樂的重要性，並從音樂的角度賦予電影深度的意涵,公民素養、媒體素養,傳統藝術
旅遊藝術眼-西洋藝術欣賞(半價),將視覺藝術之「西洋美術史」與「藝術鑑賞」帶入生活中。引領學員搭乘美術史時光機回到過去~~教師扛回希臘神話的雕像<太陽神阿波羅><愛神與賽姬>帶到課堂、飛到德國捷克穿過中世紀、看看義大利文藝復興、荷蘭的北方文藝復興、法王路易家族的巴洛克、洛可可、最終藉由大衛的<拿破崙翻越阿爾卑斯山>詮釋新古典主義，……。透過旅行日記與自製多媒體及實物互動教學，輔以教師旅行生活上的驚喜與趣味，除了探究藝術家的創作理念及培養對西方繪畫美學的概念認知之外，提升人文科學素養及開拓國際視野，並能真正尊重各國文化的差異，有助於學生開創全新的創作思維。,媒體素養、美感教育,人權法治、公民素養、民俗文化資產、美感教育
練習自愛才懂愛人(半價),容易感到委屈與不快樂?雖然人際關係不錯，但是常覺得好累?不知道如何跟自己相處?以生活中實際的例子進行應用，從自身的覺察與成長，發展出健康、和諧、自在的人際關係。,生命教育、家庭教育,非上述屬性
股市與基金投資實務,藉由簡單的投資實務經驗分享讓學員能洞悉股市及基金買賣的時間點，避免投資迷思，遠離投資陷阱。,非上述屬性,非上述屬性
一葉觀台灣：海岸步道植物園(半價),"『一葉觀台灣』課程，期待透過行走生活中不一樣生態系統的自然步道，來認識步道上的植物特色，並搭配介紹台灣多樣化的微氣候、微地質、微地形及當地人文共構出具有環境人文特色的步道課程，並結合當學期主題步道的戶外教學場域，在野外透過植物形態、植物分類、植物命名等不同面向來認識台灣原生的植物及其生育的環境，進而理解植物、環境與在地文化的關係。
        台灣島嶼具有高山峻嶺甚多，本課程預計以一年的課程規劃，主要著重於台灣北、中、南、東部的濱溪步道植物生態系。透過北、中、南、東的不同的氣候、雨量、地形的差異，每條溪流都孕育著不同的植物特色。在面對各地河川水泥化的日趨嚴重，及各地濱溪植物的生態特色也逐漸的消失，本學期「一葉觀台灣」預計透過實地走訪來認識海岸步道的植物分布，讓大家可以深入認識台灣具特色的海岸植物。
        ",環境永續、地方學,民俗文化資產、環境永續
金屬工藝創作與生活應用,藉由循序漸進的單元，從金屬工藝的基礎技法開始，透過實際操作讓學員了解金屬的材質特性與加工技法，體驗金工手做樂趣及廣泛的生活應用。,美感教育、傳統藝術,傳統藝術
啡嚐有趣,藉由實務操作、重點式教學讓學員具備咖啡沖煮的基本技術與能力。,美感教育,非上述屬性
家嚐私房菜,推廣健康美味的飲食，學習道地廣式、法式、越式、中式..的私房料理及獨特的配方技巧。現場分組實際操作，讓你成為烹飪大師。,美感教育,非上述屬性
健康瑜珈,教導如何發揮潛能，將瑜珈與生活結合，並指導你適當的伸展與放鬆，開拓美好的生活旅程，享受喜悅的生活。,美感教育,非上述屬性
輕活氧塑身肚皮舞(三),你想擁有美麗動人的曼妙身材嗎？讓人一手掌握的水蛇腰嗎？羨慕在舞台上表演的肚皮舞孃嗎？你也可以做到，讓你享受享瘦。想變成充滿神秘感的中東肚皮舞孃嗎？別再猶豫了，馬上來報名吧！,美感教育,非上述屬性
皮拉提斯核心肌群運動(二),強化肌耐力及核心肌群訓練,美感教育,非上述屬性
運動舞蹈與體態雕塑,"以基礎有氧課程為主、搭配動感有氧舞曲做有氧訓練，先從暖身開始啟動…進入動作變化組合，此結合肌力、心肺、核心三合一課程的循環訓練，讓身體得到全面性的運動。
        
        ",美感教育,傳統藝術
大肚山自然公園與山貓森林(優惠),透過共學社團的型態，探討大肚山及台灣自然公園的環境生態與文化，並透過參訪、踏查、實作等的方式，共尋未來家園的美麗願景，培養永續台灣的環境意識與責任。,環境永續、山野教育,代間學習、山野教育、民俗文化資產、環境永續
民謠吉他&烏克麗麗(初級),初級班的課程將和您一同從最開始的地方一探究竟，一起體驗撥弄琴弦自在高歌的感動。,美感教育,非上述屬性
歌曲歡唱(B),音樂是現代人在生活中不可或缺的精神支柱，它不僅有助於身心健康，而且是可平衡生活情緒及排憂解悶的妙方。一般來說，總能在歌聲中伴隨著愉悅的氣氛，發掘出個人的勇氣與耐心，是一門文化修養和感情素質的探討。,美感教育,傳統藝術、民俗文化資產、生命教育
生活西班牙語,"主要內容延續109年秋季班「生活西班牙語」的課程；藉由不同的生活溝通情境，認識實用的西班牙語句型、字彙及語法，並結合觀光及商業用語。

",非上述屬性,非上述屬性
越南語與文化(初級),目前在臺的越南新住民及越南勞工人數越來越多，到越南投資的的臺商或被派去越南工作的臺幹也不少，並分每位越南人士都可以用英文溝通，因此越南語是重要的語言之一。不但可以做為溝通的工具，更重要的是可以促進台越兩國互相了解彼此的文化，還能幫助你有更多機會找到一份工作或順利發展自己的事業。,非上述屬性,新住民課程、民俗文化資產、英語教育
德語與文化(初級),"德語比英語有更複雜的文法規則，本課程提供一個有趣而無壓力的方式來學習德語。此外，可進一步認識德國文化。
        ",非上述屬性,民俗文化資產、英語教育
油畫欣賞與創作,從基礎到進階的繪畫創作課程，逐步的體驗屬於油畫媒材創作樂趣，創作出於自我風格的藝術作品。,美感教育,美感教育
書法藝術賞析與習作,書法是獨特傳統藝術，藉由書法藝術的體驗與啟發，欣賞各體書法之美，陶冶心性，磨練耐性，充實生活內涵。,美感教育,美感教育
菜園生活不孤單,"親近大自然、享受田園之樂，對個人而言，不僅可以活動身體、舒緩情緒、還有心靈療癒的功能，有效促進個人的身心靈健康。
    本課程計畫帶領社區居民親近土地、走進綠意盎然的菜園，體驗都市農耕生活的樂趣。從育苗、栽種、採收及照顧土地的過程中，舒展自己身心之外、更珍惜愛護大自然。
    
    亦歡迎對設計可食地景有興趣的學員，參加本課程，在田園中共做共學，增進對農田規畫與執行的能力。本課程將於「東海‧食農教育基地」為主要上課場域。除了授課教師之外，還有臺中市食農教育發展協會的志工團隊，將會一起陪伴學員，學習栽種技巧，田間管理以及分享低碳美味的蔬食料理。
    本課程將採取「小而慢」教學方法，陪伴學員在田間實習中，學會友善土地的耕作技巧、居家簡易堆肥法、永續健康的生活方式等等。將「照顧人」、「照顧地球」、「分享多餘」的永續生活理念，融入本課程活動中。
    因應防疫期間，本課程學員將彈性分組，進行田間實作，以保持安全之社交距離。
    ",環境永續、公民素養,代間學習、環境永續、生命教育、美感教育
手工皂與保養品DIY,運用手邊易取得的花草植物及植物油等，製作環保手工皂，改善自己及家人肌膚問題。,環境永續、美感教育,環境永續
農產品加工與利用,"農產品透過加工可以調節市場供需、穩定市場價格、增加附加價值，保障農民權益。
        探討食品製作流程與食品安全，學習專業的能力；藉由實際操作來學習傳統及創新的農產品加工方法，提升在地農產品的利用率與多樣化，增加微型創業的機會。
        ",社區總體營造,人權法治
司儀主持人養成,藉由課程協助學員能成為獨當一面的主持及司儀高手，讓工作更能得心應手。,非上述屬性,非上述屬性
HIP-HOP街舞(基礎),學習更多肢體的延展性跟變化性，來多了解目前流行的街舞,美感教育,非上述屬性
體適能有氧,可提升身體的協調力與核心力量，幫身體獲得深層的舒展並釋放緊繃的壓力，促進血液循環，舒緩脊椎的壓力，鍛鍊身體的協調性，訓練核心力，緊實體態。,美感教育,非上述屬性
瑜珈提斯(一),透過體位法的設計安排配合音樂，營造無壓力的空間，讓學員身、心、靈得以平衡!,美感教育,傳統藝術、美感教育
歌曲歡唱(A),音樂是現代人在生活中不可或缺的精神支柱，它不僅有助於身心健康，而且是可平衡生活情緒及排憂解悶的妙方。一般來說，總能在歌聲中伴隨著愉悅的氣氛，發掘出個人的勇氣與耐心，是一門文化修養和感情素質的探討。,美感教育,傳統藝術、民俗文化資產、生命教育
二胡演奏(中級2),"以輕鬆愉快的教學方式，讓學員透過學習二胡演奏了解傳統文化之美，藉由音樂的薰陶達到身心靈放鬆與成長。

",美感教育、傳統藝術,傳統藝術、民俗文化資產
旅遊英語與文法會話,"已有簡單文法及會話基礎學習者，將英語應用在生活中，不會恐懼用英語跟老外溝通，學習生活會話及表達想法，輕鬆提升英語能力。達到Easy English Words for Global World 

",英語教育,英語教育
生活日語：從五十音開始,"培養第二外語能力並增進對日本文化之認識及瞭解。
    ",非上述屬性,民俗文化資產
生活日語(初級3),"引導式教學，生活情境演練。課程當中穿插日文歌曲、旅遊日文，日本文化、風俗民情介紹,遊戲式練習活動。讓日本語學習生活化、活潑化，以提升終身學習之動機。
    
    ",非上述屬性,民俗文化資產
生活日語(初級2),"本課程突破按部就班朗誦課文教學的迷思,結合引導式教學與遊戲式練習活動，融入生活情境模擬演練。課程當中藉由日文歌曲教唱與學員的生活結合，讓日本語學習生活化、活潑化，以提升終身學習之動機。
    
    ",非上述屬性,非上述屬性
生活英語與美國文化,談論和理解美國文化及東西方思想與禮儀的區別。,英語教育,民俗文化資產、英語教育
